office	post_id	state	date	action	url	cls
Columbia	864331185277725427	PROCESSING	2026-06-03	LEARN_MORE	https://rodenlaw.com/blog/columbia-airport-expressway-us-378-truck-accident-springdale-lexington-county/	ok
Columbia	5285064242356742510	PROCESSING	2026-05-18	LEARN_MORE	https://rodenlaw.com/blog/sunset-boulevard-us-378-lexington-medical-center-accident/	ok
Columbia	3093066089350673174	PROCESSING	2026-05-18	LEARN_MORE	https://rodenlaw.com/blog/i-77-truck-accident-northeast-columbia-richland-county/	ok
Columbia	3113228116142000128	PROCESSING	2026-05-17	LEARN_MORE	https://rodenlaw.com/blog/sunset-boulevard-us-378-lexington-medical-center-accident/	ok
Columbia	856936374506804577	PROCESSING	2026-05-12	CALL		no-link
Columbia	2060630226791332676	PROCESSING	2026-05-08	CALL		no-link
Columbia	8408736995525163895	PROCESSING	2026-05-05	CALL		no-link
Columbia	3636215388311395884	PROCESSING	2026-05-01	CALL		no-link
Columbia	4211479788090195335	PROCESSING	2026-04-28	CALL		no-link
Columbia	1659696609846512169	PROCESSING	2026-04-24	CALL		no-link
Columbia	8281236853145688088	PROCESSING	2026-04-21	CALL		no-link
Columbia	3383594272768859404	PROCESSING	2026-04-17	CALL		no-link
Columbia	6606303528472352435	PROCESSING	2026-04-14	CALL		no-link
