year,county,city,month,hour,fatals,peds,roadway,land_use,intersection_type,latitude,longitude
2023,HORRY (51),NOT APPLICABLE,7,2,1,1,US-17 N KINGS HWY,Urban,Not an Intersection,33.73408889,-78.834230560
2023,HORRY (51),NOT APPLICABLE,7,1,1,0,US-378,Urban,Not an Intersection,33.84286944,-79.103194440
2023,HORRY (51),NOT APPLICABLE,7,22,1,0,CR-DEWITT RD,Rural,Not an Intersection,33.84036944,-78.770644440
2023,HORRY (51),NOT APPLICABLE,7,13,1,0,SR-19 ADRIAN HWY,Rural,Four-Way Intersection,33.95060833,-78.947775000
2023,HORRY (51),NORTH MYRTLE BEACH,7,21,1,0,SR-236 LITTLE RIVER NECK RD,Rural,Not an Intersection,33.84940000,-78.637480560
2023,HORRY (51),NOT APPLICABLE,7,6,1,0,SR-57 HWY 57,Urban,Not an Intersection,33.90986111,-78.649038890
2023,HORRY (51),NOT APPLICABLE,7,5,1,0,US-701 HWY 701,Rural,Not an Intersection,33.70036389,-79.109038890
2023,HORRY (51),NOT APPLICABLE,7,23,1,1,US-501,Urban,Not an Intersection,33.71403889,-78.921605560
2023,HORRY (51),NOT APPLICABLE,5,18,1,0,SR-347 W BEAR GRASS,Rural,Not an Intersection,33.95672222,-78.793727780
2023,HORRY (51),NOT APPLICABLE,5,22,1,1,US-17,Urban,T-Intersection,33.77376111,-78.796550000
2023,HORRY (51),CONWAY,8,14,1,0,CR-E COUNTRY CLUB DRIVE,Rural,Not an Intersection,33.85958056,-79.035861110
2023,HORRY (51),NOT APPLICABLE,8,5,1,1,US-501 HWY 501,Urban,Not an Intersection,33.75747778,-78.967097220
2023,HORRY (51),NOT APPLICABLE,8,10,1,0,US-701,Rural,Not an Intersection,33.93021111,-79.035761110
2023,HORRY (51),NOT APPLICABLE,8,20,1,0,SR-9 HWY 9,Rural,Y-Intersection,34.22410556,-79.123477780
2023,HORRY (51),NOT APPLICABLE,8,18,1,0,SR-29 CATES BAY HWY,Rural,Not an Intersection,33.81327500,-79.116430560
2023,HORRY (51),LORIS,9,13,1,0,SR-9 MAIN STREET,Rural,T-Intersection,34.05420833,-78.884316670
2023,HORRY (51),NOT APPLICABLE,9,9,1,0,SR-97 ADRIAN HWY,Rural,Not an Intersection,33.94174167,-78.982636110
2023,HORRY (51),CONWAY,9,4,1,1,US-501 HWY 501,Urban,Not an Intersection,33.81711944,-79.041811110
2023,HORRY (51),NOT APPLICABLE,10,15,1,0,US-501,Urban,T-Intersection,33.81076944,-79.028611110
2023,HORRY (51),CONWAY,10,19,1,0,SR-107 OAK STREET,Urban,Not an Intersection,33.86441111,-79.065130560
2023,HORRY (51),NOT APPLICABLE,10,1,1,0,CR-INDIGO CLUB DRIVE,Urban,Not an Intersection,33.59965000,-79.024263890
2023,HORRY (51),NOT APPLICABLE,10,2,2,0,US-701,Rural,Not an Intersection,33.70048889,-79.108761110
2023,HORRY (51),NOT APPLICABLE,10,1,1,1,US-17,Urban,Not an Intersection,33.79026944,-78.765625000
2023,HORRY (51),CONWAY,10,19,1,0,US-378 WRIGHT BLVD,Urban,Four-Way Intersection,33.83183056,-79.056561110
2023,HORRY (51),NOT APPLICABLE,11,1,1,0,SR-105 OLD REAVES FERRY RD,Rural,Not an Intersection,33.86393889,-78.946900000
2023,HORRY (51),NOT APPLICABLE,12,18,1,1,SR-707 SOCASTEE BLVD,Urban,T-Intersection,33.68494167,-78.985288890
2023,HORRY (51),NOT APPLICABLE,12,21,2,0,SR-31 RED BLUFF RD,Rural,Not an Intersection,33.92843611,-78.833794440
2023,HORRY (51),NORTH MYRTLE BEACH,12,15,1,1,US-17 N KINGS HWY,Urban,Four-Way Intersection,33.80462500,-78.721550000
2023,HORRY (51),NOT APPLICABLE,12,20,1,1,SR-544 SC 544,Urban,Not an Intersection,33.69673889,-79.012486110
2023,HORRY (51),NOT APPLICABLE,12,12,1,0,US-701 US HWY 701,Rural,Not an Intersection,34.11987778,-78.875861110
2023,HORRY (51),NOT APPLICABLE,12,1,1,1,US-501 HWY 501,Urban,Not an Intersection,33.78266111,-78.989902780
2023,HORRY (51),NOT APPLICABLE,12,0,1,0,SR-78 JUNIPER BAY RD,Rural,Not an Intersection,33.88457778,-79.178997220
2023,HORRY (51),SURFSIDE BEACH,12,5,1,1,US-17 HWY 17 BUSINESS,Urban,Not an Intersection,33.58118056,-79.018916670
2023,HORRY (51),NOT APPLICABLE,7,12,1,0,SR-9 HWY 9,Rural,Not an Intersection,33.98824444,-78.747563890
2023,HORRY (51),MYRTLE BEACH,12,0,1,0,US-17 S KINGS HWY,Urban,Four-Way Intersection,33.67681111,-78.902438890
2023,HORRY (51),MYRTLE BEACH,12,21,1,0,US-17 BYPASS,Urban,Not an Intersection,33.68736111,-78.956247220
2024,HORRY (51),NOT APPLICABLE,1,10,1,0,SR-19,Rural,Four-Way Intersection,33.95059444,-78.947511110
2024,HORRY (51),NOT APPLICABLE,2,19,1,0,CR-OLD SANDERS RD,Urban,Not an Intersection,33.83592500,-78.689694440
2024,HORRY (51),NOT APPLICABLE,3,16,1,0,SR-707 SOCASTEE BLVD,Urban,T-Intersection,33.68600278,-78.975372220
2024,HORRY (51),MYRTLE BEACH,3,6,1,0,US-17 BUSINESS,Urban,Four-Way Intersection,33.67801944,-78.900638890
2024,HORRY (51),CONWAY,3,8,1,0,US-501,Urban,Not an Intersection,33.86440000,-79.095727780
2024,HORRY (51),NOT APPLICABLE,3,22,1,0,SR-37TH AVE S,Urban,T-Intersection,33.80113889,-78.724580560
2024,HORRY (51),CONWAY,3,7,1,0,CR-MILL POND RD,Urban,T-Intersection,33.85341944,-79.065980560
2024,HORRY (51),NOT APPLICABLE,3,4,1,0,SR-24 JORDANVILLE RD,Rural,Not an Intersection,33.93454722,-79.220852780
2024,HORRY (51),NOT APPLICABLE,3,9,1,0,SR-19 HWY 19,Rural,Not an Intersection,34.09976944,-79.062938890
2024,HORRY (51),NOT APPLICABLE,3,22,1,0,SR-90,Rural,T-Intersection,33.85375000,-78.768375000
2024,HORRY (51),NOT APPLICABLE,4,20,1,0,SR-31 CAROLINA BAYS PKWY,Urban,Not an Intersection,33.87505000,-78.682558330
2024,HORRY (51),NOT APPLICABLE,4,23,1,1,US-17 HWY 17,Rural,Not an Intersection,33.88451389,-78.598572220
2024,HORRY (51),NOT APPLICABLE,4,21,1,0,SR-9,Rural,T-Intersection,33.98245278,-78.745344440
2024,HORRY (51),SURFSIDE BEACH,4,20,1,1,US-17 BUS HWY S,Urban,Four-Way Intersection,33.60078056,-78.993150000
2024,HORRY (51),CONWAY,4,13,1,0,US-701 MAIN STREET,Urban,T-Intersection,33.87191111,-79.051538890
2024,HORRY (51),NOT APPLICABLE,4,3,1,0,US-701,Rural,Not an Intersection,33.94443056,-79.028333330
2024,HORRY (51),NOT APPLICABLE,4,20,1,0,SR-132 RIDGE RD,Rural,Not an Intersection,33.95732778,-79.212122220
2024,HORRY (51),NOT APPLICABLE,4,15,1,0,SR-31 CAROLINA BAYS PKWY,Urban,Not an Intersection,33.87583611,-78.682036110
2024,HORRY (51),NOT APPLICABLE,5,12,1,0,SR-9 HWY 9,Urban,Not an Intersection,33.91398889,-78.717363890
2024,HORRY (51),NOT APPLICABLE,5,8,1,0,SR-544,Urban,T-Intersection,33.75563889,-79.020644440
2024,HORRY (51),CONWAY,5,1,1,0,US-501 HWY 501 BUS,Urban,Not an Intersection,33.81931944,-79.024558330
2024,HORRY (51),NOT APPLICABLE,5,17,1,0,SR-1315 INTERNATIONAL DRIVE,Rural,Not an Intersection,33.79372778,-78.882336110
2024,HORRY (51),NOT APPLICABLE,5,15,1,0,US-17,Urban,Four-Way Intersection,33.60759167,-79.014586110
2024,HORRY (51),MYRTLE BEACH,6,2,2,0,US-501 HWY 501,Urban,Four-Way Intersection,33.70656111,-78.910430560
2024,HORRY (51),CONWAY,6,23,1,1,US-501 HWY 501,Urban,Four-Way Intersection,33.79813889,-79.003488890
2024,HORRY (51),NORTH MYRTLE BEACH,6,18,1,1,CR- WOODLAND STREET,Urban,Four-Way Intersection,33.79450000,-78.731280560
2024,HORRY (51),NOT APPLICABLE,6,4,1,0,SR-23 NICHOLS HWY,Rural,Four-Way Intersection,34.04090278,-79.151447220
2024,HORRY (51),NOT APPLICABLE,7,2,1,1,US-17,Urban,Not an Intersection,33.63899167,-78.992116670
2024,HORRY (51),NOT APPLICABLE,7,23,1,0,SR-9,Urban,Not an Intersection,33.96021944,-78.737338890
2024,HORRY (51),LORIS,7,3,1,0,SSR-19,Rural,Not an Intersection,33.99092778,-78.953419440
2024,HORRY (51),NOT APPLICABLE,7,20,1,0,SSR-24 PEE DEE HWY,Rural,Not an Intersection,33.88479444,-79.234880560
2024,HORRY (51),MYRTLE BEACH,7,23,1,1,US-17 S KINGS HWY,Urban,Four-Way Intersection,33.67558889,-78.904161110
2024,HORRY (51),NOT APPLICABLE,8,22,1,0,SR-9 HWY 9,Rural,Not an Intersection,34.06043056,-78.848111110
2024,HORRY (51),NORTH MYRTLE BEACH,8,12,1,1,SR-9 SEA MOUNTIAN HWY,Urban,Not an Intersection,33.82798333,-78.643061110
2024,HORRY (51),NOT APPLICABLE,8,2,1,0,US-701,Rural,Not an Intersection,34.13300833,-78.875955560
2024,HORRY (51),NOT APPLICABLE,9,5,1,1,CR-INTERNATIONAL DR,Urban,Four-Way Intersection,33.75846667,-78.857297220
2024,HORRY (51),MYRTLE BEACH,9,5,1,0,US-17 S KINGS HWY,Urban,Four-Way Intersection,33.67621667,-78.903286110
2024,HORRY (51),NOT APPLICABLE,9,1,1,0,SSR-136 OLD BUCKSVILLE RD,Rural,Not an Intersection,33.74081389,-79.070552780
2024,HORRY (51),NOT APPLICABLE,9,6,1,0,SSR-112 DAISY RD,Rural,Not an Intersection,34.01031944,-78.927036110
2024,HORRY (51),NOT APPLICABLE,9,16,1,0,US-501,Urban,T-Intersection,33.75483611,-78.964816670
2024,HORRY (51),NOT APPLICABLE,8,20,1,1,US-701 S HWY 701,Rural,Not an Intersection,33.69286389,-79.115897220
2024,HORRY (51),NOT APPLICABLE,8,9,1,0,CR-CAROLINA FOREST BLVD,Urban,Four-Way Intersection,33.75868611,-78.941658330
2024,HORRY (51),NOT APPLICABLE,10,20,1,0,SR-707,Rural,Not an Intersection,33.65213889,-79.018191670
2024,HORRY (51),NOT APPLICABLE,10,4,1,1,SSR-857 HEMINGWAY RD,Rural,Not an Intersection,33.98217222,-78.763300000
2024,HORRY (51),NOT APPLICABLE,10,10,1,0,CR- RIVER OAKS DRIVE,Urban,Not an Intersection,33.73170000,-78.906688890
2024,HORRY (51),NOT APPLICABLE,10,19,1,1,CR- WEST HOMEWOOD RD,Urban,Not an Intersection,33.91471944,-79.052494440
2024,HORRY (51),NOT APPLICABLE,10,5,1,0,US-701,Rural,Not an Intersection,33.67116389,-79.139058330
2024,HORRY (51),NOT APPLICABLE,10,18,1,0,SR-9,Urban,Not an Intersection,33.90692778,-78.707355560
2024,HORRY (51),NOT APPLICABLE,10,22,1,0,SSR-423 PEE DEE RD,Rural,Not an Intersection,34.11900556,-79.192455560
2024,HORRY (51),NOT APPLICABLE,11,19,1,1,SR-707 SOCASTEE BLVD,Urban,Not an Intersection,33.68598889,-78.976080560
2024,HORRY (51),NOT APPLICABLE,11,1,1,1,US-501,Urban,Not an Intersection,33.80867222,-79.024288890
2024,HORRY (51),NOT APPLICABLE,11,17,1,0,SSR-24 JORDANVILLE RD,Rural,Not an Intersection,33.98053333,-79.209327780
2024,HORRY (51),NOT APPLICABLE,11,0,1,0,SR-90,Urban,Not an Intersection,33.85666944,-78.662244440
2024,HORRY (51),NOT APPLICABLE,11,8,1,1,US-17,Urban,Not an Intersection,33.87224167,-78.623858330
2024,HORRY (51),NOT APPLICABLE,12,23,1,0,SR-544 HWY 544,Urban,Not an Intersection,33.74976111,-79.021738890
2024,HORRY (51),NOT APPLICABLE,12,3,1,0,SSR-1279 CLAYPOND RD,Urban,Not an Intersection,33.71573056,-78.939511110
2024,HORRY (51),NORTH MYRTLE BEACH,3,13,1,0,US-17,Urban,T-Intersection,33.83483889,-78.671802780
