year,state,corridor,county,fatalities,truck_involved,truck_tractor_involved,land_use,roadway,latitude,longitude
2024,SC,I-95,FLORENCE (41),1,True,True,Urban,I-95,34.20288056,-79.834613890
2024,SC,I-95,SUMTER (85),1,False,False,Rural,I-95,33.99370278,-80.014211110
2024,SC,I-26,CHARLESTON (19),1,False,False,Urban,I-26,32.79708056,-79.942480560
2024,SC,I-26,ORANGEBURG (75),1,False,False,Rural,I-26 EXIT RAMP,33.31703611,-80.545580560
2024,SC,I-26,LAURENS (59),1,True,True,Rural,I-26,34.48023889,-81.822000000
2024,SC,I-95,DILLON (33),1,False,False,Urban,I-95,34.42776944,-79.400863890
2024,SC,I-95,FLORENCE (41),1,True,False,Urban,I-95,34.26499444,-79.721088890
2024,SC,I-26,ORANGEBURG (75),2,False,False,Rural,I-26,33.40880556,-80.660400000
2024,SC,I-26,ORANGEBURG (75),2,False,False,Rural,I-26,33.43514444,-80.698444440
2024,SC,I-95,CLARENDON (27),1,False,False,Rural,I-95,33.54612222,-80.411500000
2024,SC,I-26,ORANGEBURG (75),1,False,False,Rural,I-26,33.60241667,-80.860561110
2024,SC,I-26,CALHOUN (17),1,False,False,Rural,I-26,33.68811667,-80.908344440
2024,SC,I-26,ORANGEBURG (75),1,True,False,Rural,I-26,33.38803333,-80.634858330
2024,SC,I-26,LEXINGTON (63),2,True,True,Rural,I-26,34.19253889,-81.349219440
2024,SC,I-26,LEXINGTON (63),1,False,False,Urban,I-26,33.97636111,-81.105255560
2024,SC,I-26,ORANGEBURG (75),1,False,False,Urban,I-26,33.56073056,-80.825858330
2024,SC,I-95,DILLON (33),2,True,True,Urban,I-95,34.44258889,-79.373200000
2024,SC,I-26,LAURENS (59),1,True,True,Rural,I-26,34.44077222,-81.763425000
2024,SC,I-26,RICHLAND (79),1,False,False,Rural,I-26 RAMP,34.14341667,-81.232108330
