tier	traffic	risk	months_stale	type	locale	byline	url	risk_flags
P2	0	9	5	practice_area	en	y	/wrongful-death-lawyers/fatal-car-accident/	statute,sol,damages
P2	0	9	5	practice_area	en	y	/slip-and-fall-lawyers/wet-floor-accident/	statute,fault,premises
P2	0	9	5	practice_area	en	y	/pedestrian-accident-lawyers/jogger-runner-accident/	statute,fault,damages
P2	0	9	5	practice_area	en	y	/motorcycle-accident-lawyers/drunk-driver-motorcycle-accident/	statute,seatbelt,damages
P2	0	9	5	practice_area	en	y	/motorcycle-accident-lawyers/hit-and-run-motorcycle-accident/	statute,sol,medspecials
P2	0	9	5	practice_area	en	y	/car-accident-lawyers/t-bone-accident/	statute,fault,damages
P2	0	9	5	practice_area	en	y	/car-accident-lawyers/construction-vehicle-accident/	statute,sol,damages
P2	0	9	5	practice_area	en	y	/car-accident-lawyers/government-vehicle-accident/	statute,sol,damages
P2	0	9	5	practice_area	en	y	/practice-areas/nursing-home-abuse-lawyers/	statute,sol,damages
P2	0	9	5	practice_area	en	y	/practice-areas/construction-accident-lawyers/	statute,sol,damages
P2	0	9	5	practice_area	en	y	/practice-areas/burn-injury-lawyers/	statute,sol,damages
P2	0	9	5	practice_area	en	y	/practice-areas/boating-accident-lawyers/	statute,sol,damages
P2	0	9	5	practice_area	en	y	/practice-areas/brain-injury-lawyers/	statute,sol,damages
P2	0	9	5	practice_area	en	y	/practice-areas/dog-bite-lawyers/	statute,sol,damages
P2	0	9	5	practice_area	en	y	/practice-areas/medical-malpractice-lawyers/	statute,sol,damages
P2	0	9	5	practice_area	en	y	/practice-areas/slip-and-fall-lawyers/	statute,sol,damages
P2	0	9	5	location	en	-	/locations/georgia/savannah/skidaway-island/	statute,sol,premises
P2	0	9	5	location	en	-	/locations/georgia/savannah/downtown-savannah/	statute,sol,premises
P2	0	9	4	post	en	y	/blog/does-worker-compensation-cover-employee-negligence/	statute,fault,damages
P2	0	9	4	post	en	y	/blog/what-if-i-suspect-medical-malpractice/	statute,sol,medspecials
P2	0	9	4	post	en	y	/blog/informed-consent/	statute,sol,damages
P2	0	9	4	post	en	y	/blog/workers-comp-medical-coverage/	statute,sol,medspecials
P2	0	9	4	post	en	y	/blog/boating-accidents-charleston-harbor-legal-rights/	statute,sol,damages
P2	0	9	4	post	en	y	/blog/ben-sawyer-boulevard-bridge-accidents-sullivans-island/	statute,fault,damages
P2	0	9	4	location	en	-	/locations/georgia/savannah/effingham-county/south-effingham/	statute,sol,premises
P2	0	9	4	location	en	-	/locations/georgia/savannah/richmond-hill/city-center/	statute,sol,premises
P2	0	9	4	location	en	-	/locations/georgia/savannah/midtown-savannah/ardsley-park-chatham-crescent/	statute,fault,premises
P2	0	9	4	location	en	-	/locations/georgia/savannah/southside-savannah/savannah-quarters/	statute,sol,premises
P2	0	9	4	location	en	-	/locations/georgia/savannah/southside-savannah/georgetown-savannah/	statute,fault,premises
P2	0	9	4	location	en	-	/locations/georgia/savannah/pooler/west-pooler/	statute,sol,premises
P2	0	9	4	location	en	-	/locations/georgia/savannah/pooler/godley-station/	statute,sol,premises
P2	0	9	4	location	en	-	/locations/south-carolina/north-charleston/oak-terrace-preserve/	statute,sol,premises
P2	0	9	3	resource	en	y	/resources/workers-comp-north-charleston-warehouse-port/	statute,fault,damages
P2	0	9	3	practice_area	en	y	/slip-and-fall-lawyers/retail-shopping-center-fall/	statute,fault,premises
P2	0	9	3	practice_area	en	y	/construction-accident-lawyers/highway-construction-zone/	statute,sol,damages
P2	0	9	3	practice_area	en	y	/truck-accident-lawyers/i-26-truck-accident/	statute,sol,damages
P2	0	9	1	post	en	y	/blog/darien-river-boating-accident-lawyer/	statute,fault,medspecials
P2	0	9	1	post	en	y	/blog/medical-malpractice-limits-georgia/	statute,sol,damages
P2	0	9	1	post	en	y	/blog/are-red-light-runners-always-liable-if-they-crash/	statute,fault,damages
P2	0	9	1	post	en	y	/blog/a-pedestrians-guide-to-proving-negligence-in-charleston-parking-lots/	fault,damages,premises,medspecials
P2	0	9	1	practice_area	en	y	/nursing-home-abuse-lawyers/north-charleston-sc/	statute,fault,damages
P2	0	9	1	practice_area	en	y	/construction-accident-lawyers/north-charleston-sc/	statute,fault,damages
P2	0	9	1	practice_area	en	y	/product-liability-lawyers/north-charleston-sc/	statute,fault,damages
P2	0	9	1	practice_area	en	y	/truck-accident-lawyers/18-wheeler-semi-truck-accident/	statute,sol,damages
P2	0	9	1	practice_area	en	y	/nursing-home-abuse-lawyers/myrtle-beach-sc/	statute,fault,damages
P2	0	9	1	practice_area	en	y	/nursing-home-abuse-lawyers/columbia-sc/	statute,fault,damages
P2	0	9	1	practice_area	en	y	/nursing-home-abuse-lawyers/charleston-sc/	statute,fault,damages
P2	0	9	1	practice_area	en	y	/construction-accident-lawyers/myrtle-beach-sc/	statute,fault,damages
P2	0	9	1	practice_area	en	y	/construction-accident-lawyers/charleston-sc/	statute,fault,damages
P2	0	9	1	practice_area	en	y	/product-liability-lawyers/myrtle-beach-sc/	statute,fault,damages
P2	0	9	1	practice_area	en	y	/product-liability-lawyers/columbia-sc/	statute,fault,damages
P2	0	9	1	practice_area	en	y	/product-liability-lawyers/charleston-sc/	statute,fault,damages
P2	0	9	1	page	en	-	/florence-sc-workers-compensation-lawyer/	statute,fault,medspecials
P2	0	9	1	page	en	-	/spartanburg-sc-workers-compensation-lawyer/	statute,fault,medspecials
P2	0	9	1	page	en	-	/greenville-sc-workers-compensation-lawyer/	statute,fault,medspecials
P2	0	9	1	page	en	-	/south-carolina-workers-compensation-lawyer/	statute,fault,damages
P2	0	9	0	post	en	y	/blog/green-grove-mark-clark-expressway-uninsured-motorist-lawyer-north-charleston/	statute,fault,medspecials
P2	0	9	0	post	en	y	/blog/n-lake-drive-dick-pond-road-sc-544-underinsured-motorist-lawyer/	statute,fault,medspecials
P2	0	9	0	post	en	y	/blog/murrells-inlet-jet-ski-accident-lawyer/	statute,fault,damages
P2	0	9	0	post	en	y	/blog/rivers-avenue-northwoods-bus-accident-lawyer-north-charleston/	statute,fault,damages
P2	0	9	0	post	en	y	/blog/dick-pond-road-sc-544-truck-accident-lawyer-surfside-beach/	statute,fault,medspecials
P2	0	9	0	post	en	y	/blog/edmund-highway-lexington-county-car-accident-lawyer/	statute,fault,medspecials
P2	0	9	0	post	en	y	/blog/west-ashley-sam-rittenberg-boulevard-motorcycle-accident-lawyer/	statute,fault,damages
P2	0	9	0	post	en	y	/blog/international-boulevard-airport-rideshare-uber-lyft-crash-north-charleston/	statute,fault,medspecials
P2	0	9	0	post	en	y	/blog/pedestrian-accident-dorchester-road-school-zone-29418-north-charleston/	statute,fault,damages
P2	0	8	14	post	en	y	/blog/turkey-fryer-injury-claims/	statute,damages,premises
P2	0	8	10	post	en	y	/blog/determining-fault-in-a-charleston-golf-cart-accident/	seatbelt,fault,medspecials
P2	0	8	5	practice_area	en	y	/maritime-injury-lawyers/maintenance-and-cure/	fault,sol,damages
P2	0	8	5	practice_area	en	y	/maritime-injury-lawyers/jones-act-seaman-claim/	fault,sol,damages
P2	0	8	5	practice_area	en	y	/dog-bite-lawyers/dog-on-dog-attack/	statute,damages,medspecials
P2	0	8	4	post	en	y	/blog/rear-end-accident-injuries/	seatbelt,fault,damages
P2	0	8	4	location	en	-	/locations/south-carolina/charleston/downtown-charleston/wagener-terrace/	statute,damages,premises
P2	0	8	1	post	en	y	/blog/a-cyclists-guide-after-a-ravenel-bridge-accident/	statute,damages,medspecials
P2	0	7	15	post	en	y	/blog/tactics-insurers-use-to-deny-crash-claims-charleston/	fault,damages,medspecials
P2	0	7	15	post	en	y	/blog/when-do-injury-claims-go-to-court/	fault,damages,medspecials
P2	0	7	15	post	en	y	/blog/valuing-compensation-for-a-personal-injury/	fault,damages,medspecials
P2	0	7	15	post	en	y	/blog/choking-at-nursing-homes/	fault,damages,medspecials
P2	0	7	15	post	en	y	/blog/steps-after-hit-and-run-accident/	fault,damages,medspecials
P2	0	7	14	post	en	y	/blog/how-delayed-injuries-could-impact-your-charleston-car-crash-claim/	sol,damages,medspecials
P2	0	7	14	post	en	y	/blog/what-are-my-legal-options-after-a-rideshare-crash-in-charleston/	sol,damages,medspecials
P2	0	7	14	post	en	y	/blog/major-injuries-from-minor-car-accidents/	fault,damages,medspecials
P2	0	7	14	post	en	y	/blog/roadway-hazard-auto-accident/	fault,damages,medspecials
P2	0	7	14	post	en	y	/blog/truck-accident-injuries/	seatbelt,damages,medspecials
P2	0	7	14	post	en	y	/blog/fault-for-car-accident/	fault,damages,medspecials
P2	0	7	5	practice_area	en	y	/electric-scooter-accident-lawyers/escooter-intersection-crash/	statute,fault
P2	0	7	5	practice_area	en	y	/spinal-cord-injury-lawyers/cauda-equina-syndrome/	statute,fault
P2	0	7	5	practice_area	en	y	/medical-malpractice-lawyers/emergency-room-negligence/	statute,sol
P2	0	7	5	practice_area	en	y	/medical-malpractice-lawyers/anesthesia-error/	statute,sol
P2	0	7	5	practice_area	en	y	/nursing-home-abuse-lawyers/medication-error-nursing-home/	statute,sol
P2	0	7	5	practice_area	en	y	/construction-accident-lawyers/falling-object-injury/	statute,fault
P2	0	7	5	practice_area	en	y	/construction-accident-lawyers/electrocution-construction-site/	statute,fault
P2	0	7	5	practice_area	en	y	/burn-injury-lawyers/electrical-burn-injury/	statute,fault
P2	0	7	5	practice_area	en	y	/product-liability-lawyers/defective-home-appliance/	statute,fault
P2	0	7	5	practice_area	en	y	/product-liability-lawyers/defective-childrens-product/	statute,fault
P2	0	7	5	practice_area	en	y	/product-liability-lawyers/defective-consumer-product/	statute,fault
P2	0	7	5	practice_area	en	y	/wrongful-death-lawyers/defective-product-death/	statute,sol
P2	0	7	5	practice_area	en	y	/wrongful-death-lawyers/fatal-truck-accident/	statute,sol
P2	0	7	5	practice_area	en	y	/motorcycle-accident-lawyers/lane-splitting-accident/	statute,fault
P2	0	7	5	practice_area	en	y	/motorcycle-accident-lawyers/left-turn-accident/	statute,fault
P2	0	7	5	practice_area	en	y	/truck-accident-lawyers/jackknife-accident/	statute,fault
P2	0	7	5	practice_area	en	y	/truck-accident-lawyers/underride-override-accident/	statute,seatbelt
P2	0	7	5	practice_area	en	y	/car-accident-lawyers/company-car-accident/	statute,sol
P2	0	7	5	practice_area	en	y	/car-accident-lawyers/delivery-vehicle-accident/	statute,sol
P2	0	7	5	practice_area	en	y	/car-accident-lawyers/multi-vehicle-pileup/	statute,fault
P2	0	7	5	practice_area	en	y	/car-accident-lawyers/rideshare-uber-accident/	statute,seatbelt
P2	0	7	5	location	en	-	/locations/georgia/darien/harrietts-bluff/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/darien/screven/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/darien/odum/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/darien/eulonia/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/darien/townsend/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/darien/white-oak/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/darien/waverly/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/darien/hoboken/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/darien/alma/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/darien/blackshear/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/darien/folkston/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/darien/waycross/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/darien/brunswick/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/columbia/camden/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/columbia/batesburg-leesville/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/columbia/lugoff/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/columbia/woodfield/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/columbia/dentsville/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/columbia/cayce/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/columbia/lexington/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/myrtle-beach/green-sea/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/myrtle-beach/wampee/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/myrtle-beach/briarcliffe-acres/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/myrtle-beach/atlantic-beach/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/myrtle-beach/andrews/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/myrtle-beach/burgess/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/myrtle-beach/red-hill/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/myrtle-beach/litchfield-beach/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/myrtle-beach/aynor/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/myrtle-beach/loris/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/myrtle-beach/longs/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/myrtle-beach/georgetown/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/myrtle-beach/socastee/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/myrtle-beach/surfside-beach/	sol,damages,medspecials
P2	0	7	5	location	en	-	/locations/south-carolina/myrtle-beach/north-myrtle-beach/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/myrtle-beach/conway/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/savannah/eastside-savannah/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/savannah/bryan-county/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/savannah/westside-savannah/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/savannah/guyton/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/savannah/springfield/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/savannah/whitemarsh-island/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/savannah/thunderbolt/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/savannah/isle-of-hope/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/savannah/bloomingdale/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/savannah/effingham-county/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/savannah/statesboro/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/savannah/hinesville/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/savannah/midtown-savannah/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/savannah/wilmington-island/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/savannah/rincon/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/savannah/richmond-hill/	statute,sol
P2	0	7	5	location	en	-	/locations/georgia/savannah/pooler/	statute,sol
P2	0	7	5	location	en	-	/locations/south-carolina/charleston/mount-pleasant/	statute,sol
P2	0	7	4	post	en	y	/blog/am-i-eligible-for-workers-compensation/	statute,fault
P2	0	7	4	post	en	y	/blog/does-workers-compensation-cover-prescriptions/	statute,fault
P2	0	7	4	post	en	y	/blog/highway-41-accidents-mount-pleasant-development/	statute,fault
P2	0	7	4	location	en	-	/locations/georgia/savannah/effingham-county/marlow/	statute,sol
P2	0	7	4	location	en	-	/locations/georgia/savannah/statesboro/georgia-southern/	sol,damages,premises
P2	0	7	4	location	en	-	/locations/south-carolina/charleston/west-ashley/west-ashley-park/	fault,damages,premises
P2	0	7	4	location	en	-	/locations/south-carolina/north-charleston/goose-creek/brickhope-plantation/	fault,damages,premises
P2	0	7	4	location	en	-	/locations/south-carolina/charleston/mount-pleasant/carolina-park/	fault,damages,premises
P2	0	7	4	location	en	-	/locations/south-carolina/north-charleston/goose-creek/	statute,sol
P2	0	7	4	location	en	-	/locations/south-carolina/north-charleston/summerville/	statute,sol
P2	0	7	3	resource	en	y	/resources/construction-zone-accidents-north-charleston/	statute,sol
P2	0	7	3	resource	en	y	/resources/personal-injury-claim-charleston-county-court/	statute,sol
P2	0	7	3	resource	en	y	/resources/dangerous-roads-north-charleston/	statute,fault
P2	0	7	3	practice_area	en	y	/pedestrian-accident-lawyers/rivers-avenue-pedestrian/	statute,fault
P2	0	7	3	practice_area	en	y	/motorcycle-accident-lawyers/dorchester-road-motorcycle/	statute,fault
P2	0	7	3	practice_area	en	y	/truck-accident-lawyers/port-freight-truck-accident/	statute,sol
P2	0	7	3	practice_area	en	y	/car-accident-lawyers/uber-lyft-accident/	statute,fault
P2	0	7	3	practice_area	en	y	/car-accident-lawyers/ashley-phosphate-road-accident/	statute,fault
P2	0	7	3	practice_area	en	y	/car-accident-lawyers/rivers-avenue-accident/	statute,fault
P2	0	7	3	practice_area	en	y	/car-accident-lawyers/i-26-accident/	statute,fault
P2	0	7	1	post	es	y	/es/blog/eulonia-us-17-ocean-highway-rideshare-uber-accident-lawyer-mcintosh-county/	statute,sol
P2	0	7	1	post	en	y	/blog/southover-mills-b-lane-motorcycle-accident-lawyer/	statute,fault
P2	0	7	1	post	en	y	/blog/the-role-of-vocational-rehabilitation-in-workers-compensation-cases/	statute,fault
P2	0	7	1	post	en	y	/blog/steps-after-work-injury/	statute,sol
P2	0	7	1	post	en	y	/blog/proving-a-tourist-was-at-fault-in-your-charleston-accident/	fault,damages,medspecials
P2	0	7	1	post	en	y	/blog/how-poor-truck-maintenance-causes-charleston-accidents/	fault,damages,medspecials
P2	0	7	1	post	en	y	/blog/calculating-pain-and-suffering-after-a-charleston-pedestrian-accident/	sol,damages,medspecials
P2	0	7	1	post	en	y	/blog/car-accidents-on-coleman-boulevard-in-mount-pleasant/	statute,fault
P2	0	7	1	post	en	y	/blog/what-to-do-after-a-hit-and-run-in-downtown-charleston/	fault,damages,medspecials
P2	0	7	1	resource	es	y	/es/resources/south-carolina-um-uim-stacking/	statute,fault
P2	0	7	1	practice_area	en	y	/dog-bite-lawyers/north-charleston-sc/	statute,sol
P2	0	7	1	practice_area	en	y	/truck-accident-lawyers/north-charleston-sc/	statute,fault
P2	0	7	1	practice_area	en	y	/dog-bite-lawyers/myrtle-beach-sc/	statute,sol
P2	0	7	1	practice_area	en	y	/dog-bite-lawyers/columbia-sc/	statute,sol
P2	0	7	1	practice_area	en	y	/truck-accident-lawyers/myrtle-beach-sc/	statute,fault
P2	0	7	1	practice_area	en	y	/truck-accident-lawyers/columbia-sc/	statute,fault
P2	0	7	0	post	en	y	/blog/can-you-sue-hospital-negligence/	statute,sol
P2	0	7	0	post	es	y	/es/blog/boys-estate-glynn-county-best-car-accident-lawyer/	statute,sol
P2	0	7	0	post	es	y	/es/blog/east-bay-street-savannah-pedestrian-accident-lawyer/	statute,sol
P2	0	7	0	post	es	y	/es/blog/mount-pleasant-johnnie-dodds-us-17-uninsured-motorist-lawyer/	statute,fault
P2	0	7	0	post	es	y	/es/blog/st-andrews-road-widewater-18-wheeler-accident-lawyer-richland-county/	statute,fault
P2	0	7	0	post	es	y	/es/blog/summerville-i-26-18-wheeler-accident-lawyer-dorchester-county/	statute,fault
P2	0	7	0	post	es	y	/es/blog/mount-pleasant-mark-clark-expressway-i-526-motorcycle-accident-lawyer/	statute,fault
P2	0	7	0	post	en	y	/blog/i-20-bush-river-road-motorcycle-accident-lawyer-columbia/	statute,fault
P2	0	7	0	post	en	y	/blog/credit-one-stadium-event-day-crashes-daniel-island-beekman-street/	statute,fault
P2	0	7	0	post	en	y	/blog/protecting-your-rights-after-a-myrtle-beach-car-accident/	fault,damages,medspecials
P2	0	7	0	post	en	y	/blog/car-accidents-on-i-26-in-north-charleston/	sol,damages,medspecials
P2	0	6	15	post	en	y	/blog/liability-for-school-bus-crash/	fault,sol
P2	0	6	13	post	en	y	/blog/charleston-parking-lot-car-accident-liability/	seatbelt,fault
P2	0	6	5	practice_area	en	y	/golf-cart-accident-lawyers/golf-cart-dui/	statute,damages
P2	0	6	5	practice_area	en	y	/nursing-home-abuse-lawyers/bedsore-pressure-ulcer/	statute,damages
P2	0	6	5	practice_area	en	y	/nursing-home-abuse-lawyers/sexual-abuse-elderly/	statute,damages
P2	0	6	5	practice_area	en	y	/burn-injury-lawyers/workplace-burn-injury/	statute,damages
P2	0	6	5	practice_area	en	y	/dog-bite-lawyers/landlord-liability-dog-attack/	statute,premises
P2	0	6	5	practice_area	en	y	/dog-bite-lawyers/postal-delivery-worker-bite/	statute,damages
P2	0	6	5	practice_area	en	y	/dog-bite-lawyers/dangerous-breed-attack/	statute,damages
P2	0	6	5	practice_area	en	y	/dog-bite-lawyers/loose-unleashed-dog-attack/	statute,damages
P2	0	6	5	practice_area	en	y	/dog-bite-lawyers/dog-attack-jogger-cyclist/	statute,damages
P2	0	6	5	practice_area	en	y	/pedestrian-accident-lawyers/school-zone-pedestrian-accident/	statute,damages
P2	0	6	5	practice_area	en	y	/pedestrian-accident-lawyers/backing-up-parking-lot-accident/	statute,premises
P2	0	6	5	practice_area	en	y	/pedestrian-accident-lawyers/drunk-driver-pedestrian-accident/	statute,damages
P2	0	6	5	practice_area	en	y	/pedestrian-accident-lawyers/distracted-driver-pedestrian-accident/	statute,damages
P2	0	6	5	practice_area	en	y	/truck-accident-lawyers/overloaded-improperly-loaded-cargo/	statute,damages
P2	0	6	5	practice_area	en	y	/truck-accident-lawyers/fatigued-trucker-accident/	statute,damages
P2	0	6	5	practice_area	en	y	/car-accident-lawyers/distracted-driving-accident/	statute,damages
P2	0	6	5	practice_area	en	y	/practice-areas/truck-accident-lawyers/	statute,damages
P2	0	6	5	location	en	-	/locations/south-carolina/myrtle-beach/little-river/	fault,sol
P2	0	6	4	post	en	y	/blog/what-to-do-if-your-workers-compensation-claim-is-denied/	statute,medspecials
P2	0	6	4	location	en	-	/locations/georgia/savannah/downtown-savannah/river-street/	statute,premises
P2	0	6	4	location	en	-	/locations/south-carolina/myrtle-beach/myrtle-beach/market-common/	statute,premises
P2	0	6	4	location	en	-	/locations/south-carolina/north-charleston/summerville/pine-forest-inn/	statute,premises
P2	0	6	4	location	en	-	/locations/south-carolina/charleston/west-ashley/avondale/	statute,premises
P2	0	6	4	location	en	-	/locations/south-carolina/north-charleston/goose-creek/liberty-hall-plantation/	statute,premises
P2	0	6	4	location	en	-	/locations/south-carolina/charleston/downtown-charleston/ansonborough/	statute,premises
P2	0	6	4	location	en	-	/locations/south-carolina/charleston/mount-pleasant/old-village/	statute,premises
P2	0	6	4	location	en	-	/locations/south-carolina/north-charleston/ferndale/	statute,premises
P2	0	6	3	post	en	y	/blog/north-charleston-crime-rate-hit-and-run/	statute,damages
P2	0	6	3	practice_area	en	y	/truck-accident-lawyers/cement-truck-accident/	statute,damages
P2	0	6	1	resource	en	y	/resources/how-much-does-south-carolina-workers-comp-pay/	statute,medspecials
P2	0	6	0	post	en	y	/blog/hipaa-violation-lawyer/	statute,damages
P2	0	6	0	post	en	y	/blog/hipaa-violation-lawsuit-worth/	statute,damages
P2	0	6	0	post	en	y	/blog/mistakes-charleston-slip-and-fall-victims-make/	damages,premises,medspecials
P3	439	0	15	page	en	-	/	-
P4	0	5	27	page	en	-	/class-action-lawyers/camp-lejeune-lawsuits/	sol,damages
P4	0	5	18	post	en	y	/blog/how-to-talk-to-your-doctor-about-your-charleston-car-accident-injuries/	seatbelt,damages
P4	0	5	18	post	en	y	/blog/accepting-a-cash-offer-after-savannah-car-crash/	fault,damages
P4	0	5	18	post	en	y	/blog/who-pays-for-damages-from-t-bone-crashes-in-savannah/	fault,damages
P4	0	5	18	post	en	y	/blog/passenger-car-accident-claim/	fault,damages
P4	0	5	15	post	en	y	/blog/compensation-for-chronic-pain-after-a-car-crash-in-charleston/	sol,damages
P4	0	5	15	post	en	y	/blog/compensation-for-car-crash-facial-injuries-charleston/	fault,damages
P4	0	5	15	post	en	y	/blog/shoulder-injuries-after-charleston-car-crash/	fault,damages
P4	0	5	15	post	en	y	/blog/hip-pain-after-car-accident-in-savannah/	seatbelt,damages
P4	0	5	15	post	en	y	/blog/why-injury-claims-may-be-delayed/	sol,medspecials
P4	0	5	15	post	en	y	/blog/lane-change-accident-liability/	fault,medspecials
P4	0	5	15	post	en	y	/blog/third-party-liability-for-work-injury/	fault,damages
P4	0	5	15	post	en	y	/blog/steps-after-truck-accident/	fault,damages
P4	0	5	15	post	en	y	/blog/steps-take-slip-fall-accident-georgia/	fault,premises
P4	0	5	14	post	en	y	/blog/nerve-damage-after-charleston-car-crash/	fault,medspecials
P4	0	5	14	post	en	y	/blog/liability-for-charleston-underride-truck-crashes/	fault,damages
P4	0	5	14	post	en	y	/blog/what-to-know-about-chest-pain-after-a-savannah-car-crash/	seatbelt,damages
P4	0	5	14	post	en	y	/blog/pedestrian-liability-for-car-accidents/	fault,medspecials
P4	0	5	14	post	en	y	/blog/workers-compensation-car-accident/	sol,damages
P4	0	5	14	post	en	y	/blog/get-auto-accident-claim-georgia/	fault,damages
P4	0	5	13	post	en	y	/blog/legal-rights-if-hit-by-driver-in-company-car-charleston/	fault,damages
P4	0	5	11	post	en	y	/blog/what-to-do-after-a-car-crash-on-savannah-highway/	sol,damages
P4	0	5	11	post	en	y	/blog/your-guide-to-documenting-a-james-island-parkway-car-accident/	sol,medspecials
P4	0	5	5	practice_area	en	y	/maritime-injury-lawyers/commercial-fishing-injury/	sol,damages
P4	0	5	5	practice_area	en	y	/maritime-injury-lawyers/unseaworthiness-claim/	sol,damages
P4	0	5	5	practice_area	en	y	/maritime-injury-lawyers/longshore-harbor-worker/	sol,damages
P4	0	5	5	location	en	-	/locations/georgia/darien/sea-island/	sol,premises
P4	0	5	4	location	en	-	/locations/georgia/savannah/hinesville/fort-stewart-area/	sol,premises
P4	0	5	4	location	en	-	/locations/georgia/savannah/downtown-savannah/historic-district/	sol,premises
P4	0	5	4	location	en	-	/locations/south-carolina/myrtle-beach/garden-city-beach/pier-area/	fault,premises
P4	0	5	4	location	en	-	/locations/south-carolina/myrtle-beach/myrtle-beach/golden-mile/	fault,premises
P4	0	5	4	location	en	-	/locations/south-carolina/north-charleston/summerville/wescott/	fault,premises
P4	0	5	4	location	en	-	/locations/south-carolina/north-charleston/summerville/sangaree/	fault,premises
P4	0	5	4	location	en	-	/locations/south-carolina/charleston/west-ashley/south-windermere/	fault,premises
P4	0	5	4	location	en	-	/locations/south-carolina/charleston/mount-pleasant/belle-hall/	fault,premises
P4	0	5	3	post	en	y	/blog/motorcycle-accidents-dorchester-road-data/	fault,damages
P4	0	5	1	post	en	y	/blog/your-guide-to-recovering-lost-wages-after-a-charleston-car-accident/	sol,medspecials
P4	0	5	1	post	en	y	/blog/a-guide-to-car-wrecks-on-aviation-avenue-near-charleston-airport/	sol,medspecials
P4	0	5	0	post	en	y	/blog/when-to-call-charleston-personal-injury-lawyer/	fault,medspecials
P4	0	4	29	page	en	-	/class-action-lawyers/talcum-powder/	damages,medspecials
P4	0	4	29	page	en	-	/class-action-lawyers/truvada/	damages,medspecials
P4	0	4	29	page	en	-	/class-action-lawyers/onglyza/	damages,medspecials
P4	0	4	23	post	en	y	/blog/supporting-a-whiplash-claim/	damages,medspecials
P4	0	4	18	post	en	y	/blog/risk-of-refusing-medical-care-after-car-crash-charleston/	damages,medspecials
P4	0	4	18	post	en	y	/blog/value-of-car-crash-claim-if-permanent-injuries/	damages,medspecials
P4	0	4	18	post	en	y	/blog/lawsuit-for-work-injury/	damages,medspecials
P4	0	4	15	post	en	y	/blog/questions-about-filing-a-lawsuit/	damages,medspecials
P4	0	4	15	post	en	y	/blog/expert-witness-testimony/	damages,medspecials
P4	0	4	15	post	en	y	/blog/liability-for-accidents-with-borrowed-vehicles/	damages,medspecials
P4	0	4	15	post	en	y	/blog/follow-doctors-orders-after-accident/	damages,medspecials
